Model Name,NGram,Niter,mean(acc),std(acc),N,PctTrain,clean,start,end,Data Sets,TrainP,TestP,Prec,Recall,F1,Stack,Tfid,NF,norm,normR,sparcity,sz,nz,NonZeroCoeff
Logistic Lasso10.0,20:20,20,0.8796089385474859,0.022379514523971265,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21395131086142322,0.2164804469273743,0.8835672247045954,0.5114045973741221,0.6449762809453929,Flase,False,658383,856.7549241177433,0.0013013017105814445,0.002084103898155065,351576522,732722,0.002158546013490628
Logistic Lasso20.0,20:20,20,0.8804469273743016,0.02216406080991884,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21395131086142322,0.2164804469273743,0.8843754006857294,0.516802297113927,0.6489208690944671,Flase,False,658383,856.7549241177433,0.0013013017105814445,0.002084103898155065,351576522,732722,0.002520417446987544
Logistic Lasso50.0,20:20,20,0.8801675977653632,0.02272548517445984,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21395131086142322,0.2164804469273743,0.8868207519249719,0.5131332998856559,0.646957830259792,Flase,False,658383,856.7549241177433,0.0013013017105814445,0.002084103898155065,351576522,732722,0.0031992016804808145
Logistic Lasso100.0,20:20,20,0.881005586592179,0.022072342195685383,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21395131086142322,0.2164804469273743,0.8870245875742242,0.5179765618500032,0.651163221655489,Flase,False,658383,856.7549241177433,0.0013013017105814445,0.002084103898155065,351576522,732722,0.0035780085451781103
Logistic Lasso500.0,20:20,20,0.8899441340782124,0.018197203882572444,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21395131086142322,0.2164804469273743,0.8993612187045692,0.5550611075973639,0.6838599921540295,Flase,False,658383,856.7549241177433,0.0013013017105814445,0.002084103898155065,351576522,732722,0.0066803061439921745
