Model Name,NGram,Niter,mean(acc),std(acc),N,PctTrain,clean,start,end,Data Sets,TrainP,TestP,Prec,Recall,F1,Stack,Tfid,NF,norm,normR,sparcity,sz,nz,NonZeroCoeff
MultiNB0.0,1:3,20,0.8622905027932962,0.027611276180741863,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.21340782122905022,0.7476537185546869,0.548985210793619,0.626538693930144,Flase,False,831279,2959.949154968713,0.0035607168651784937,0.003678008599834019,443902986,1632679,0.9920209099472018
MultiNB0.5,1:3,20,0.8527932960893855,0.02616022824631776,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.21340782122905022,0.6948386582517041,0.5707751196438617,0.6202254055829853,Flase,False,831279,2959.949154968713,0.0035607168651784937,0.003678008599834019,443902986,1632679,0.9920209099472018
MultiNB1.0,1:3,20,0.8458100558659218,0.032014634149484696,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.21340782122905022,0.7828360457743451,0.3983860773912121,0.5210203963562551,Flase,False,831279,2959.949154968713,0.0035607168651784937,0.003678008599834019,443902986,1632679,0.9920209099472018
MultiNB2.0,1:3,20,0.8371508379888268,0.031763842155621703,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.21340782122905022,0.8298463919980948,0.3041903903023929,0.43985790641872724,Flase,False,831279,2959.949154968713,0.0035607168651784937,0.003678008599834019,443902986,1632679,0.9920209099472018
MultiNB15.0,1:3,20,0.7877094972067039,0.03524426881695532,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.21340782122905022,0.2,0.006812169312169311,0.013170682998269203,Flase,False,831279,2959.949154968713,0.0035607168651784937,0.003678008599834019,443902986,1632679,0.9920209099472018
MultiNB0.0,3:5,20,0.8765363128491621,0.01783339631230431,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21629213483146065,0.20949720670391062,0.7283309494486667,0.6717802756404796,0.6937035051612175,Flase,False,1730599,1560.804279850616,0.0009018867339288974,0.002385827168719935,924139866,2204838,0.976855556948779
MultiNB0.5,3:5,20,0.846368715083799,0.022589459909671202,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21629213483146065,0.20949720670391062,0.6205308611242029,0.7107007728315957,0.6586046430154512,Flase,False,1730599,1560.804279850616,0.0009018867339288974,0.002385827168719935,924139866,2204838,0.976855556948779
MultiNB1.0,3:5,20,0.8583798882681565,0.02165660310190171,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21629213483146065,0.20949720670391062,0.675777358190399,0.6429564769971295,0.6536261542712574,Flase,False,1730599,1560.804279850616,0.0009018867339288974,0.002385827168719935,924139866,2204838,0.976855556948779
MultiNB2.0,3:5,20,0.8701117318435754,0.023093312516558166,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21629213483146065,0.20949720670391062,0.7470023837258956,0.5875217419280842,0.6536431752352324,Flase,False,1730599,1560.804279850616,0.0009018867339288974,0.002385827168719935,924139866,2204838,0.976855556948779
MultiNB15.0,3:5,20,0.8706703910614525,0.017513320490968976,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21629213483146065,0.20949720670391062,0.8506561526559171,0.4701535011346284,0.6018371898377187,Flase,False,1730599,1560.804279850616,0.0009018867339288974,0.002385827168719935,924139866,2204838,0.976855556948779
MultiNB0.0,4:6,20,0.8798882681564246,0.024061291024981037,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2142322097378277,0.21564245810055865,0.7353774254069949,0.6944490583910197,0.7120949650525763,Flase,False,1776248,1488.8740712363824,0.0008382129473116268,0.0022563720857078414,948516432,2140206,1.0191107322851314
MultiNB0.5,4:6,20,0.8525139664804469,0.027505103072829426,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2142322097378277,0.21564245810055865,0.6394878824176831,0.7335458610459021,0.6801322729600333,Flase,False,1776248,1488.8740712363824,0.0008382129473116268,0.0022563720857078414,948516432,2140206,1.0191107322851314
MultiNB1.0,4:6,20,0.8594972067039105,0.02909724394497434,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2142322097378277,0.21564245810055865,0.6726321666177953,0.6921951717493353,0.6786566508026293,Flase,False,1776248,1488.8740712363824,0.0008382129473116268,0.0022563720857078414,948516432,2140206,1.0191107322851314
MultiNB2.0,4:6,20,0.8678770949720669,0.031616114005925504,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2142322097378277,0.21564245810055865,0.7222915873887963,0.6372373070441141,0.6736832215054968,Flase,False,1776248,1488.8740712363824,0.0008382129473116268,0.0022563720857078414,948516432,2140206,1.0191107322851314
MultiNB15.0,4:6,20,0.8796089385474861,0.026586251158506935,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2142322097378277,0.21564245810055865,0.8503458632867071,0.5360024250933162,0.655436162379943,Flase,False,1776248,1488.8740712363824,0.0008382129473116268,0.0022563720857078414,948516432,2140206,1.0191107322851314
MultiNB0.0,4:7,20,0.8782122905027933,0.024261509218556954,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21441947565543068,0.21508379888268156,0.7206130793082048,0.7126697876864276,0.712755152311582,Flase,False,2462585,1746.631615424386,0.0007092675442368024,0.002251060913207589,1315020390,2960191,0.986664724263325
