Model Name,NGram,Niter,mean(acc),std(acc),N,PctTrain,clean,start,end,Data Sets,TrainP,TestP,Prec,Recall,F1,Stack,Tfid,NF,norm,normR,sparcity,sz,nz,NonZeroCoeff
Logistic Lasso10.0,6:6,20,0.9459459459459459,0.03626056179729389,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.27207207207207207,0.2918918918918919,0.9176978576978577,0.9040501165501166,0.9066435882957622,True,False,595336,939.4674023083504,0.0015780456789247592,0.009829909662945125,66082296,649583,0.0003236827606595267
Logistic Lasso20.0,6:6,20,0.9432432432432435,0.03407978435923917,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.27207207207207207,0.2918918918918919,0.9129834054834054,0.8983352758352758,0.9021295190316929,True,False,595336,939.4674023083504,0.0015780456789247592,0.009829909662945125,66082296,649583,0.00043454452611634437
Logistic Lasso50.0,6:6,20,0.9324324324324322,0.03962940080706805,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.27207207207207207,0.2918918918918919,0.910901875901876,0.8596231546231546,0.8763079803360322,True,False,595336,939.4674023083504,0.0015780456789247592,0.009829909662945125,66082296,649583,0.0007321915691307093
Logistic Lasso100.0,6:6,20,0.931081081081081,0.03867321086825455,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.27207207207207207,0.2918918918918919,0.9067443667443668,0.8592871017871019,0.8759419844076595,True,False,595336,939.4674023083504,0.0015780456789247592,0.009829909662945125,66082296,649583,0.0008294475724632813
Logistic Lasso500.0,6:6,20,0.8972972972972972,0.04490066952928689,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.27207207207207207,0.2918918918918919,0.8799597624597624,0.7718803418803419,0.8107516744135401,True,False,595336,939.4674023083504,0.0015780456789247592,0.009829909662945125,66082296,649583,0.0022755217221871347
