Model Name,NGram,Niter,mean(acc),std(acc),N,PctTrain,clean,start,end,Data Sets,TrainP,TestP,Prec,Recall,F1,Stack,Tfid,NF,norm,normR,sparcity,sz,nz,NonZeroCoeff
MultiNB0.0,10:15,20,0.8751396648044694,0.021942936512282494,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21235955056179773,0.22122905027932957,0.7173878813197013,0.7203172241308138,0.716295939896136,Flase,False,3853116,2087.1164318264564,0.0005416697633360782,0.002110209995009516,2057563944,4341892,1.0062245206217513
MultiNB0.5,10:15,20,0.8519553072625697,0.026054131433208973,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21235955056179773,0.22122905027932957,0.6479488522383432,0.725699777556412,0.681945354059871,Flase,False,3853116,2087.1164318264564,0.0005416697633360782,0.002110209995009516,2057563944,4341892,1.0062245206217513
MultiNB1.0,10:15,20,0.8642458100558658,0.02578924891080176,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21235955056179773,0.22122905027932957,0.6862517697980257,0.7118763201482305,0.6958980855541671,Flase,False,3853116,2087.1164318264564,0.0005416697633360782,0.002110209995009516,2057563944,4341892,1.0062245206217513
MultiNB2.0,10:15,20,0.8723463687150839,0.025617738599351954,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21235955056179773,0.22122905027932957,0.7166686725572129,0.6989358409018285,0.7047711274236665,Flase,False,3853116,2087.1164318264564,0.0005416697633360782,0.002110209995009516,2057563944,4341892,1.0062245206217513
MultiNB15.0,10:15,20,0.8776536312849164,0.02111850075020759,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21235955056179773,0.22122905027932957,0.7751395199768852,0.6295556890865489,0.6921921865654095,Flase,False,3853116,2087.1164318264564,0.0005416697633360782,0.002110209995009516,2057563944,4341892,1.0062245206217513
