Model Name,NGram,Niter,mean(acc),std(acc),N,PctTrain,clean,start,end,Data Sets,TrainP,TestP,Prec,Recall,F1
svm,1:1,20,0.7743589743589744,0.03589743589743589,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.2926406926406927,0.28717948717948716,0.6034414335994722,0.6595995365044363,0.6233422251316545
logistic,1:1,20,0.8051282051282052,0.03750958676494306,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.2926406926406927,0.28717948717948716,0.6653171492038769,0.6656466913906004,0.6589754582333894
logistic_lasso,1:1,20,0.8153846153846155,0.04240470617574674,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.2926406926406927,0.28717948717948716,0.6894010034379816,0.6842672409302508,0.677560668007816
Naive Bayes,1:1,20,0.6807692307692307,0.03757525869167397,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.2926406926406927,0.28717948717948716,0.46663459222578785,0.7936351742182777,0.5842740338335433
svm,2:2,20,0.8852564102564102,0.025147493905042357,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.29329004329004327,0.28525641025641024,0.8247248989568783,0.7637578677361286,0.7885119003444414
logistic,2:2,20,0.8814102564102564,0.03030499141941748,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.29329004329004327,0.28525641025641024,0.8269406703809047,0.7440589000371609,0.7787044886030123
logistic_lasso,2:2,20,0.887179487179487,0.024189695210401554,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.29329004329004327,0.28525641025641024,0.8117716596692569,0.7916988615249485,0.7972883176911889
Naive Bayes,2:2,20,0.8173076923076923,0.039071025532489166,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.29329004329004327,0.28525641025641024,0.681746524351176,0.7075075926488971,0.6877795020169986
svm,3:3,20,0.8647435897435898,0.028803387100847393,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.28571428571428564,0.30769230769230765,0.7906108754946244,0.76798109004106,0.7746133610660856
logistic,3:3,20,0.8583333333333334,0.033548369508024416,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.28571428571428564,0.30769230769230765,0.8153785237137638,0.7036636556569091,0.7518727352271775
logistic_lasso,3:3,20,0.9006410256410255,0.02178544290764928,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.28571428571428564,0.30769230769230765,0.8545066557425904,0.8217454284152185,0.8344562352717879
Naive Bayes,3:3,20,0.7993589743589744,0.04446241829194829,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.28571428571428564,0.30769230769230765,0.6804408771726519,0.6949234102423758,0.679744113559946
svm,4:4,20,0.8692307692307691,0.03639761427327792,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.2915584415584416,0.29038461538461535,0.8222843818548153,0.7141454028854703,0.7569350593185323
logistic,4:4,20,0.8589743589743589,0.038461538461538464,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.2915584415584416,0.29038461538461535,0.8293430099312452,0.6604027617185413,0.7281284647097064
logistic_lasso,4:4,20,0.9198717948717947,0.026854307776478747,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.2915584415584416,0.29038461538461535,0.8962805795693466,0.8249288544414106,0.8548243617005264
Naive Bayes,4:4,20,0.8262820512820512,0.037700810134699,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.2915584415584416,0.29038461538461535,0.6974497241246705,0.7247601902719969,0.7020841438696961
svm,5:5,20,0.8794871794871794,0.02670854699487137,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.2902597402597403,0.2942307692307692,0.8232627785702729,0.7522005101947894,0.7812989484758419
logistic,5:5,20,0.8666666666666668,0.033036150581346485,309,0.75,complex,02/02/2000,01/09/2019,statements:minutes,0.2902597402597403,0.2942307692307692,0.822685983547893,0.7015266627051523,0.7515934119614562
