Model Name,NGram,Niter,mean(acc),std(acc),N,PctTrain,clean,start,end,Data Sets,TrainP,TestP,Prec,Recall,F1,Stack,Tfid,NF,norm,normR,sparcity,sz,nz,NonZeroCoeff
Logistic Lasso0.0,3:5,20,0.8787709497206704,0.02590998575487202,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.2134078212290503,0.8461324457042652,0.5314338244877075,0.6493049041243758,Flase,False,1672815,1527.8026705042769,0.0009133123928852125,0.0023782703807899847,893283210,2124469,0.9875006799915113
Logistic Lasso1.0,3:5,20,0.8597765363128491,0.02713381998789026,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.2134078212290503,0.7732474540510078,0.48870478732889333,0.5940380208740133,Flase,False,1672815,1527.8026705042769,0.0009133123928852125,0.0023782703807899847,893283210,2124469,5.430965169489752e-05
Logistic Lasso1.0,3:5,20,0.8692737430167596,0.020708103902626403,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.2134078212290503,0.7793246620737251,0.5399966365384943,0.6351197970401635,Flase,False,1672815,1527.8026705042769,0.0009133123928852125,0.0023782703807899847,893283210,2124469,8.12701942533992e-05
Logistic Lasso1.0,3:5,20,0.873463687150838,0.02016403812656306,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.2134078212290503,0.7666411500404131,0.5832677596286862,0.6604054901588579,Flase,False,1672815,1527.8026705042769,0.0009133123928852125,0.0023782703807899847,893283210,2124469,0.00011426846363764074
Logistic Lasso2.0,3:5,20,0.875418994413408,0.021930487627251978,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.2134078212290503,0.7684623414543619,0.5965168871541753,0.6687139159644164,Flase,False,1672815,1527.8026705042769,0.0009133123928852125,0.0023782703807899847,893283210,2124469,0.00015943185588364523
Logistic Lasso5.0,3:5,20,0.8723463687150839,0.021656603101901695,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.2134078212290503,0.7686727841609655,0.5818919521610594,0.6577895195892389,Flase,False,1672815,1527.8026705042769,0.0009133123928852125,0.0023782703807899847,893283210,2124469,0.0002471881230142006
Logistic Lasso10.0,3:5,20,0.879050279329609,0.017153203483624625,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.2134078212290503,0.7838796888875461,0.5990076662239476,0.6751377172044489,Flase,False,1672815,1527.8026705042769,0.0009133123928852125,0.0023782703807899847,893283210,2124469,0.00039257180262013434
Logistic Lasso20.0,3:5,20,0.8832402234636871,0.018854231319202462,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.2134078212290503,0.7918299750140685,0.6155430820675425,0.6892196602191987,Flase,False,1672815,1527.8026705042769,0.0009133123928852125,0.0023782703807899847,893283210,2124469,0.000639431138529963
Logistic Lasso50.0,3:5,20,0.8879888268156424,0.01797068726979535,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.2134078212290503,0.799296573450907,0.6354592974159402,0.7037661109966216,Flase,False,1672815,1527.8026705042769,0.0009133123928852125,0.0023782703807899847,893283210,2124469,0.000994311983094365
Logistic Lasso100.0,3:5,20,0.8907821229050279,0.02010203055901906,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.2134078212290503,0.8078260834388316,0.6429794955279118,0.7128193821783582,Flase,False,1672815,1527.8026705042769,0.0009133123928852125,0.0023782703807899847,893283210,2124469,0.0012757238547000118
Logistic Lasso500.0,3:5,20,0.8952513966480448,0.01909887476421417,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2149812734082397,0.2134078212290503,0.8294715453788231,0.6418943130618598,0.7206109023931052,Flase,False,1672815,1527.8026705042769,0.0009133123928852125,0.0023782703807899847,893283210,2124469,0.002405944470847045
