Model Name,NGram,Niter,mean(acc),std(acc),N,PctTrain,clean,start,end,Data Sets,TrainP,TestP,Prec,Recall,F1,Stack
nn_20_10_5,5,3,0.81981982,0.045937113,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.282282282,0.261261261,0.701851852,0.534090909,0.596073517,TRUE
nn_20_10_5,10,3,0.828828829,0.055535261,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.261261261,0.324324324,0.76984127,0.715079365,0.714951715,TRUE
nn_20_10_5,15,3,0.702702703,0.271169675,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.276276276,0.279279279,0.67953668,0.849206349,0.69745334,TRUE
nn_20_10_5,20,3,0.693693694,0.091874225,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.294294294,0.225225225,0.095238095,0.285714286,0.142857143,TRUE
nn_20_10_5,30,3,0.864864865,0.076443976,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.276276276,0.279279279,0.748165869,0.906060606,0.801313629,TRUE
nn_20_10_5,40,3,0.783783784,0.079565413,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.279279279,0.27027027,0.454191033,0.542424242,0.473563218,TRUE
nn_20_10_5,60,3,0.666666667,0.129303604,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.273273273,0.288288288,0.466666667,0.337995338,0.241602067,TRUE
nn_20_10_5,80,3,0.621621622,0.192379788,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.273273273,0.288288288,0.45045045,0.37037037,0.24,TRUE
nn_10,1,3,0.792792793,0.063703314,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.282282282,0.261261261,0.851851852,0.399206349,0.450091575,TRUE
nn_10,2,3,0.792792793,0.099507757,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.276276276,0.279279279,0.814814815,0.450641026,0.488795518,TRUE
nn_10,3,3,0.720720721,0.012740663,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.267267267,0.306306306,0.833333333,0.214918415,0.292592593,TRUE
nn_10,5,3,0.846846847,0.055535261,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.291291291,0.234234234,0.725,0.61525974,0.641666667,TRUE
nn_10,10,3,0.882882883,0.050962651,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.264264264,0.315315315,0.854497354,0.777777778,0.814277072,TRUE
nn_10,15,3,0.81981982,0.070937008,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.273273273,0.288288288,0.747835498,0.611111111,0.669565217,TRUE
nn_10,20,3,0.846846847,0.025481325,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.273273273,0.288288288,0.830808081,0.532467532,0.64456328,TRUE
nn_10,30,3,0.855855856,0.025481325,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.27027027,0.297297297,0.746697747,0.746697747,0.746697747,TRUE
nn_10,40,3,0.891891892,0.022067475,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.282282282,0.261261261,0.862962963,0.723905724,0.778947368,TRUE
nn_10,60,3,0.855855856,0.033708625,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.291291291,0.234234234,0.933333333,0.408333333,0.529202279,TRUE
nn_10,80,3,0.666666667,0.104286819,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.282282282,0.261261261,0.375816993,0.307936508,0.25,TRUE
nn_40_60_80,1,3,0.846846847,0.050962651,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.279279279,0.27027027,0.740740741,0.669444444,0.699002408,TRUE
nn_40_60_80,2,3,0.720720721,0.089184639,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.261261261,0.324324324,0.803921569,0.435064935,0.492647059,TRUE
nn_40_60_80,3,3,0.765765766,0.045937113,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.267267267,0.306306306,0.745454545,0.433333333,0.505430242,TRUE
nn_40_60_80,5,3,0.81981982,0.033708625,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.276276276,0.279279279,0.827380952,0.515873016,0.599415205,TRUE
nn_40_60_80,10,3,0.81981982,0.025481325,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.267267267,0.306306306,0.764102564,0.601139601,0.663669664,TRUE
nn_40_60_80,15,3,0.783783784,0.038221988,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.279279279,0.27027027,0.590909091,0.603296703,0.594444444,TRUE
nn_40_60_80,20,3,0.81981982,0.050962651,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.291291291,0.234234234,0.642857143,0.597943723,0.608465608,TRUE
nn_40_60_80,30,3,0.891891892,0.04413495,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.255255255,0.342342342,0.936363636,0.752991453,0.829137529,TRUE
nn_40_60_80,40,3,0.864864865,0.022067475,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.291291291,0.234234234,0.796536797,0.588203463,0.645021645,TRUE
nn_40_60_80,60,3,0.837837838,0.022067475,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.282282282,0.261261261,0.638690476,0.714646465,0.66971917,TRUE
nn_40_60_80,80,3,0.63963964,0.156559885,148,0.75,complex,2/2/2000,1/9/2019,speeches:statements:minutes,0.264264264,0.315315315,0.743589744,0.504965623,0.450505051,TRUE
