Model Name,NGram,Niter,mean(acc),std(acc),N,PctTrain,clean,start,end,Data Sets,TrainP,TestP,Prec,Recall,F1,Stack,Tfid,NF,norm,normR,sparcity,sz,nz,NonZeroCoeff
MultiNB0.0,3:5,20,0.8717877094972067,0.018143527864865894,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21582397003745318,0.21089385474860337,0.7129078615915297,0.6595957251553182,0.6816229465173211,Flase,False,1717389,1551.7863899390277,0.0009035730343789483,0.002387885819084267,917085726,2189896,0.9831695381768487
MultiNB0.5,3:5,20,0.8449720670391061,0.01982059606101318,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21582397003745318,0.21089385474860337,0.6154795671299037,0.705144304505917,0.6547660890935377,Flase,False,1717389,1551.7863899390277,0.0009035730343789483,0.002387885819084267,917085726,2189896,0.9831695381768487
MultiNB1.0,3:5,20,0.8553072625698324,0.019901131989449018,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21582397003745318,0.21089385474860337,0.6712399337371324,0.6268084441370855,0.6439384134389265,Flase,False,1717389,1551.7863899390277,0.0009035730343789483,0.002387885819084267,917085726,2189896,0.9831695381768487
MultiNB2.0,3:5,20,0.8606145251396647,0.021814551578960246,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21582397003745318,0.21089385474860337,0.7143125039725142,0.5701481161162159,0.629990421094621,Flase,False,1717389,1551.7863899390277,0.0009035730343789483,0.002387885819084267,917085726,2189896,0.9831695381768487
MultiNB15.0,3:5,20,0.8689944134078212,0.01848436118052032,713,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.21582397003745318,0.21089385474860337,0.8442892117977594,0.4694388043252027,0.5977662455681649,Flase,False,1717389,1551.7863899390277,0.0009035730343789483,0.002387885819084267,917085726,2189896,0.9831695381768487
