Model Name,NGram,Niter,mean(acc),std(acc),N,PctTrain,clean,start,end,Data Sets,TrainP,TestP,Prec,Recall,F1,Stack,Tfid,NF,norm,normR,sparcity,sz,nz,NonZeroCoeff
Logistic Lasso10.0,1:2,20,0.8391891891891893,0.05635313368106228,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.27072072072072073,0.295945945945946,0.7767261904761904,0.6488988788988789,0.7000660197029156,True,False,314586,4591.508140034165,0.014595398841760806,0.020814027966285217,34919046,726806,0.0004722079177077175
Logistic Lasso20.0,1:2,20,0.85,0.05763477868144897,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.27072072072072073,0.295945945945946,0.8142911255411255,0.6569526307026308,0.7166324313315497,True,False,314586,4591.508140034165,0.014595398841760806,0.020814027966285217,34919046,726806,0.0007482850476499272
Logistic Lasso50.0,1:2,20,0.8554054054054054,0.05490878284840552,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.27072072072072073,0.295945945945946,0.8121861471861471,0.6777648740148741,0.7288981571142696,True,False,314586,4591.508140034165,0.014595398841760806,0.020814027966285217,34919046,726806,0.0011826654714450103
Logistic Lasso100.0,1:2,20,0.8527027027027028,0.058265030100838104,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.27072072072072073,0.295945945945946,0.8116774891774892,0.6628930791430792,0.7208168867446699,True,False,314586,4591.508140034165,0.014595398841760806,0.020814027966285217,34919046,726806,0.0016210193714914203
Logistic Lasso500.0,1:2,20,0.8472972972972972,0.054239546595647226,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.27072072072072073,0.295945945945946,0.8144372294372296,0.6332532745032745,0.7033549131317673,True,False,314586,4591.508140034165,0.014595398841760806,0.020814027966285217,34919046,726806,0.0027192882073582424
