Model Name,NGram,Niter,mean(acc),std(acc),N,PctTrain,clean,start,end,Data Sets,TrainP,TestP,Prec,Recall,F1,Stack,Tfid,NF,norm,normR,sparcity,sz,nz,NonZeroCoeff
Logistic Lasso0.0,1:3,20,0.822972972972973,0.06308075684856111,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2770270270270269,0.2770270270270271,0.748203601953602,0.5986616161616162,0.6448648716264815,True,False,837287,4830.578743794577,0.00576932251879532,0.015066163337902897,92938857,1400232,0.7428437919136448
Logistic Lasso1.0,1:3,20,0.8094594594594595,0.05826503010083812,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2770270270270269,0.2770270270270271,0.6946842046842048,0.5884613997113997,0.6200275332396075,True,False,837287,4830.578743794577,0.00576932251879532,0.015066163337902897,92938857,1400232,5.278954528136708e-05
Logistic Lasso1.0,1:3,20,0.8148648648648649,0.055569959986357005,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2770270270270269,0.2770270270270271,0.6938086913086914,0.6170544733044733,0.6373714327809533,True,False,837287,4830.578743794577,0.00576932251879532,0.015066163337902897,92938857,1400232,5.70891462545101e-05
Logistic Lasso1.0,1:3,20,0.8094594594594595,0.05161737636428183,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2770270270270269,0.2770270270270271,0.6766505716505716,0.6096356421356421,0.6285692812594146,True,False,837287,4830.578743794577,0.00576932251879532,0.015066163337902897,92938857,1400232,6.63452316828041e-05
Logistic Lasso2.0,1:3,20,0.8175675675675678,0.048252894787451685,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2770270270270269,0.2770270270270271,0.7010962648462649,0.6255681818181819,0.6461610865764856,True,False,837287,4830.578743794577,0.00576932251879532,0.015066163337902897,92938857,1400232,8.706691970614617e-05
Logistic Lasso5.0,1:3,20,0.8297297297297297,0.06169033627304503,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2770270270270269,0.2770270270270271,0.7248251748251748,0.6613636363636364,0.6718154428990342,True,False,837287,4830.578743794577,0.00576932251879532,0.015066163337902897,92938857,1400232,0.00015538280183497415
Logistic Lasso10.0,1:3,20,0.8364864864864865,0.06479444375533434,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2770270270270269,0.2770270270270271,0.7401391663891663,0.6724945887445887,0.6835205837421479,True,False,837287,4830.578743794577,0.00576932251879532,0.015066163337902897,92938857,1400232,0.00024901855636119994
Logistic Lasso20.0,1:3,20,0.8297297297297297,0.06458271970458661,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2770270270270269,0.2770270270270271,0.7417846042846044,0.6332269119769119,0.663364005848526,True,False,837287,4830.578743794577,0.00576932251879532,0.015066163337902897,92938857,1400232,0.00035597113056813254
Logistic Lasso50.0,1:3,20,0.8432432432432432,0.06542550506437948,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2770270270270269,0.2770270270270271,0.7539953102453103,0.6654094516594516,0.6920743855462526,True,False,837287,4830.578743794577,0.00576932251879532,0.015066163337902897,92938857,1400232,0.0006157984060423726
Logistic Lasso100.0,1:3,20,0.8378378378378379,0.05859319834778054,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2770270270270269,0.2770270270270271,0.7541350316350317,0.6425324675324675,0.6778313170031437,True,False,837287,4830.578743794577,0.00576932251879532,0.015066163337902897,92938857,1400232,0.0008550831435338182
Logistic Lasso500.0,1:3,20,0.835135135135135,0.06216216216216215,148,0.75,complex,02/02/2000,01/09/2019,minutes:speeches:statements,0.2770270270270269,0.2770270270270271,0.7536893661893662,0.6182269119769119,0.664463528101299,True,False,837287,4830.578743794577,0.00576932251879532,0.015066163337902897,92938857,1400232,0.001664423310047809
